"id","title","level","programmeType","institution","city","credits","duration","topics","description","officialProgrammeUrl","sourceUrl","intake2027Status","intake2027Label","intake2027Note","availabilitySourceUrl","lastChecked"
"roskilde-university-ruc:roskilde:environmental-science","Environmental Science","master","master","Roskilde University (RUC)","Roskilde","","2 years","natural-science | sustainability-climate","The purpose of the programme is to provide you with a strong understanding of the nature and extent of environmental problems. The programme produces interdisciplinary graduates who can apply their knowledge and skills to analysis,…","https://ruc.dk/en/master/environmental-science","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/environmental-science","","","","","2026-08-02"
"university-of-copenhagen-ucph:frederiksberg-campus:environmental-science-formerly-environmental","Environmental Science","master","master","University of Copenhagen (UCPH)","Frederiksberg / Copenhagen","","2 years","natural-science | sustainability-climate","Description The MSc programme in Environmental Science is an interdisciplinary programme. This means that you will receive instruction from experts from different faculties and research institutions in their own research environment.…","https://www.ku.dk/studies/masters/environmental-science","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/frederiksberg-campus/environmental-science-formerly-environmental","","","","","2026-08-02"
"aalborg-university-aau:aalborg:environmental-science-msc-in-technology","Environmental Science, MSc in Technology","master","master","Aalborg University (AAU)","Aalborg","","2 years","engineering-technology | natural-science | sustainability-climate","Description As a graduate student in the Environmental Science programme, you will work with projects from different areas of environmental science, for example climate-friendly energy production, sustainable agricultural or industrial…","http://www.en.aau.dk/education/master/environmental-science/","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/environmental-science-msc-in-technology","","","","","2026-08-02"
"aalborg-university-aau:aalborg:eu-studies-elective-study-profile-of-international","EU Studies, Elective study profile of International Relations","master","master","Aalborg University (AAU)","Aalborg","","2 years","business-management | society-politics","Description EU Studies is a profile of the Master of International Relations. The European Union (EU) is not only one of the main players on the international scene, but also the most important economic and political frame for the 27 EU…","https://www.en.aau.dk/education/master/international-relations#eu-studies","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/eu-studies-elective-study-profile-of-international","","","","","2026-08-02"
"international-business-academy-iba:ea-kolding-iba:euro-asia-business-management-not-available-in","Euro-Asia Business Management (not available in English from September 2022)","bachelor","bachelor","International Business Academy (IBA)","Ea Kolding Iba","","4 years","business-management | society-politics","Description If you are interested in an international career in sales, management and marketing, and would like to study in China for two years, this programme may be of interest to you.In the fast-expanding global market, IBA and Shanghai…","https://www.iba.dk/international/bachelor/euro-asia-business-management-int-iba","https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/euro-asia-business-management-not-available-in","","","","","2026-08-02"
"international-business-academy-iba:ea-kolding-iba:european-executive-mba-e-learning","European Executive MBA (e-learning)","master","master","International Business Academy (IBA)","Ea Kolding Iba","","2-6 years part-time","society-politics | education-learning","Description As a manager, it is important to stay ahead of market trends and development, as well as with the various external factors that influence a company’s success, ability to compete with others, and position in the market.Some of…","https://www.iba.dk/international/master/european-executive-mba-e-learning","https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/european-executive-mba-e-learning","","","","","2026-08-02"
"university-of-southern-denmark-sdu:sonderborg:european-studies","European Studies","bachelor","bachelor","University of Southern Denmark (SDU)","Sønderborg","","3 years","other","Description The programme includes both theoretical and practical knowledge and insight into European conditions with thorough knowledge in relation to regions and the significance of these in Europe.…","https://www.sdu.dk/en/uddannelse/bachelor/europaeiske_studier","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/european-studies","","","","","2026-08-02"
"aarhus-university-au:aarhus:european-studies","European Studies","master","master","Aarhus University (AU)","Aarhus","","2 years","business-management","EUROPEAN STUDIES, EUROPEAN CONNECTIONS Europe is becoming more and more important. As Europeans become more closely connected, the EU makes decisions that affect every European nation, every level of industry, and virtually every business.…","https://masters.au.dk/europeanstudies","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/european-studies","","","","","2026-08-02"
"copenhagen-business-school-cbs:frederiksberg-campus:executive-mba","Executive MBA","master","master","Copenhagen Business School (CBS)","Frederiksberg / Copenhagen","","","business-management | design-architecture-arts","About the programme: The Executive MBA (EMBA) from Copenhagen Business School has a unique programme design and offers real-world applicability, providing the platform for you to experience immediate impact in your personal and professional…","https://efteruddannelse.cbs.dk/en/mba/programmes/executive-mba","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/executive-mba","","","","","2026-08-02"
"international-business-academy-iba:ea-kolding-iba:executive-mba-part-time","Executive MBA (part-time)","master","master","International Business Academy (IBA)","Ea Kolding Iba","","2 years (part-time)","business-management | society-politics","Description It has become increasingly important that leaders can navigate in the international business world, which is constantly changing. It is important to be ahead of the many changes and to really understand them.…","https://www.iba.dk/international/master/executive-mba","https://studyindenmark.dk/portal/international-business-academy-iba/ea-kolding-iba/executive-mba-part-time","","","","","2026-08-02"
